frequency_THz,Absoprtion,Parameter_Value,Parameter_g,Parameter_r,Parameter_md,Parameter_a
3.038462,0.061249,2.05,0,1,0,0
3.053512,0.065167,2.05,0,1,0,0
3.068562,0.069512,2.05,0,1,0,0
3.083612,0.074346,2.05,0,1,0,0
3.098662,0.079744,2.05,0,1,0,0
3.113712,0.085795,2.05,0,1,0,0
3.125,0.090823,2.05,0,1,0,0
3.128763,0.092603,2.05,0,1,0,0
3.143813,0.100295,2.05,0,1,0,0
3.158863,0.109025,2.05,0,1,0,0
3.173913,0.118975,2.05,0,1,0,0
3.188963,0.130371,2.05,0,1,0,0
3.204013,0.143485,2.05,0,1,0,0
3.219064,0.158651,2.05,0,1,0,0
3.234114,0.176276,2.05,0,1,0,0
3.249164,0.196861,2.05,0,1,0,0
3.264214,0.221011,2.05,0,1,0,0
3.279264,0.249464,2.05,0,1,0,0
3.294314,0.283094,2.05,0,1,0,0
3.309365,0.322912,2.05,0,1,0,0
3.324415,0.370035,2.05,0,1,0,0
3.339465,0.425573,2.05,0,1,0,0
3.354515,0.490413,2.05,0,1,0,0
3.369565,0.564798,2.05,0,1,0,0
3.384615,0.647655,2.05,0,1,0,0
3.399666,0.735694,2.05,0,1,0,0
3.414716,0.822583,2.05,0,1,0,0
3.429766,0.898869,2.05,0,1,0,0
3.444816,0.953552,2.05,0,1,0,0
3.459866,0.977463,2.05,0,1,0,0
3.474916,0.966961,2.05,0,1,0,0
3.489967,0.925413,2.05,0,1,0,0
3.505017,0.861381,2.05,0,1,0,0
3.520067,0.785042,2.05,0,1,0,0
3.535117,0.705186,2.05,0,1,0,0
3.550167,0.627914,2.05,0,1,0,0
3.565217,0.556701,2.05,0,1,0,0
3.580268,0.49306,2.05,0,1,0,0
3.595318,0.437265,2.05,0,1,0,0
3.610368,0.38891,2.05,0,1,0,0
3.625418,0.347267,2.05,0,1,0,0
3.640468,0.311507,2.05,0,1,0,0
3.655518,0.280816,2.05,0,1,0,0
3.670569,0.254444,2.05,0,1,0,0
3.685619,0.231735,2.05,0,1,0,0
3.700669,0.212123,2.05,0,1,0,0
3.715719,0.195129,2.05,0,1,0,0
3.730769,0.180352,2.05,0,1,0,0
3.745819,0.167456,2.05,0,1,0,0
3.76087,0.156161,2.05,0,1,0,0
3.77592,0.146234,2.05,0,1,0,0
3.79097,0.137481,2.05,0,1,0,0
3.80602,0.129738,2.05,0,1,0,0
3.82107,0.122871,2.05,0,1,0,0
3.83612,0.116763,2.05,0,1,0,0
3.851171,0.11132,2.05,0,1,0,0
3.866221,0.106458,2.05,0,1,0,0
3.881271,0.10211,2.05,0,1,0,0
3.896321,0.098215,2.05,0,1,0,0
3.911371,0.094724,2.05,0,1,0,0
3.926421,0.091594,2.05,0,1,0,0
3.941472,0.088788,2.05,0,1,0,0
3.956522,0.086273,2.05,0,1,0,0
3.971572,0.084024,2.05,0,1,0,0
3.986622,0.082015,2.05,0,1,0,0
4.001672,0.080227,2.05,0,1,0,0
4.016722,0.078643,2.05,0,1,0,0
4.031773,0.077248,2.05,0,1,0,0
4.046823,0.076027,2.05,0,1,0,0
4.061873,0.074972,2.05,0,1,0,0
4.076923,0.074071,2.05,0,1,0,0
4.091973,0.073318,2.05,0,1,0,0
4.107023,0.072707,2.05,0,1,0,0
4.122074,0.072231,2.05,0,1,0,0
4.137124,0.071887,2.05,0,1,0,0
4.152174,0.071672,2.05,0,1,0,0
4.167224,0.071584,2.05,0,1,0,0
4.182274,0.071623,2.05,0,1,0,0
4.197324,0.071788,2.05,0,1,0,0
4.212375,0.072081,2.05,0,1,0,0
4.227425,0.072504,2.05,0,1,0,0
4.242475,0.07306,2.05,0,1,0,0
4.25,0.073389,2.05,0,1,0,0
4.257525,0.073754,2.05,0,1,0,0
4.272575,0.074591,2.05,0,1,0,0
4.287625,0.075577,2.05,0,1,0,0
4.302676,0.076722,2.05,0,1,0,0
4.317726,0.078034,2.05,0,1,0,0
4.332776,0.079526,2.05,0,1,0,0
4.347826,0.08121,2.05,0,1,0,0
4.362876,0.083102,2.05,0,1,0,0
4.377926,0.08522,2.05,0,1,0,0
4.392977,0.087584,2.05,0,1,0,0
4.408027,0.090218,2.05,0,1,0,0
4.423077,0.09315,2.05,0,1,0,0
4.438127,0.096412,2.05,0,1,0,0
4.453177,0.100041,2.05,0,1,0,0
4.468227,0.10408,2.05,0,1,0,0
4.483278,0.108579,2.05,0,1,0,0
4.498328,0.113597,2.05,0,1,0,0
4.513378,0.119201,2.05,0,1,0,0
4.528428,0.125473,2.05,0,1,0,0
4.543478,0.132507,2.05,0,1,0,0
4.558528,0.140415,2.05,0,1,0,0
4.573579,0.149329,2.05,0,1,0,0
4.588629,0.159406,2.05,0,1,0,0
4.603679,0.170834,2.05,0,1,0,0
4.618729,0.183837,2.05,0,1,0,0
4.633779,0.198683,2.05,0,1,0,0
4.648829,0.215693,2.05,0,1,0,0
4.66388,0.235251,2.05,0,1,0,0
4.67893,0.257813,2.05,0,1,0,0
4.69398,0.28392,2.05,0,1,0,0
4.70903,0.314205,2.05,0,1,0,0
4.72408,0.349388,2.05,0,1,0,0
4.73913,0.390265,2.05,0,1,0,0
4.754181,0.437651,2.05,0,1,0,0
4.769231,0.492281,2.05,0,1,0,0
4.784281,0.554606,2.05,0,1,0,0
4.799331,0.624465,2.05,0,1,0,0
4.814381,0.70059,2.05,0,1,0,0
4.829431,0.779997,2.05,0,1,0,0
4.844482,0.857448,2.05,0,1,0,0
4.859532,0.925414,2.05,0,1,0,0
4.874582,0.975086,2.05,0,1,0,0
4.889632,0.998622,2.05,0,1,0,0
4.904682,0.991908,2.05,0,1,0,0
4.919732,0.956243,2.05,0,1,0,0
4.934783,0.897779,2.05,0,1,0,0
4.949833,0.825125,2.05,0,1,0,0
4.964883,0.746675,2.05,0,1,0,0
4.979933,0.66892,2.05,0,1,0,0
4.994983,0.595994,2.05,0,1,0,0
5.010033,0.530009,2.05,0,1,0,0
5.025084,0.47166,2.05,0,1,0,0
5.040134,0.420787,2.05,0,1,0,0
5.055184,0.376793,2.05,0,1,0,0
5.070234,0.338902,2.05,0,1,0,0
5.085284,0.306309,2.05,0,1,0,0
5.100334,0.278263,2.05,0,1,0,0
5.115385,0.25409,2.05,0,1,0,0
5.130435,0.233211,2.05,0,1,0,0
5.145485,0.215132,2.05,0,1,0,0
5.160535,0.199439,2.05,0,1,0,0
5.175585,0.185787,2.05,0,1,0,0
5.190636,0.173889,2.05,0,1,0,0
5.205686,0.163509,2.05,0,1,0,0
5.220736,0.154456,2.05,0,1,0,0
5.235786,0.14657,2.05,0,1,0,0
5.250836,0.139727,2.05,0,1,0,0
5.265886,0.133827,2.05,0,1,0,0
5.280937,0.12879,2.05,0,1,0,0
5.295987,0.124558,2.05,0,1,0,0
5.311037,0.12108,2.05,0,1,0,0
5.326087,0.118316,2.05,0,1,0,0
5.341137,0.116225,2.05,0,1,0,0
5.356187,0.114759,2.05,0,1,0,0
5.371238,0.113865,2.05,0,1,0,0
5.375,0.113724,2.05,0,1,0,0
5.386288,0.113481,2.05,0,1,0,0
5.401338,0.113544,2.05,0,1,0,0
5.416388,0.113992,2.05,0,1,0,0
5.431438,0.114779,2.05,0,1,0,0
5.446488,0.11587,2.05,0,1,0,0
5.461539,0.11725,2.05,0,1,0,0
5.476589,0.118923,2.05,0,1,0,0
5.491639,0.120902,2.05,0,1,0,0
5.506689,0.123217,2.05,0,1,0,0
5.521739,0.125903,2.05,0,1,0,0
5.536789,0.129002,2.05,0,1,0,0
5.55184,0.132567,2.05,0,1,0,0
5.56689,0.136654,2.05,0,1,0,0
5.58194,0.141328,2.05,0,1,0,0
5.59699,0.146665,2.05,0,1,0,0
5.61204,0.152751,2.05,0,1,0,0
5.62709,0.159685,2.05,0,1,0,0
5.642141,0.167585,2.05,0,1,0,0
5.657191,0.176587,2.05,0,1,0,0
5.672241,0.186853,2.05,0,1,0,0
5.687291,0.198574,2.05,0,1,0,0
5.702341,0.211975,2.05,0,1,0,0
5.717391,0.227324,2.05,0,1,0,0
5.732442,0.244938,2.05,0,1,0,0
5.747492,0.265191,2.05,0,1,0,0
5.762542,0.28852,2.05,0,1,0,0
5.777592,0.315433,2.05,0,1,0,0
5.792642,0.346511,2.05,0,1,0,0
5.807692,0.382392,2.05,0,1,0,0
5.822743,0.423751,2.05,0,1,0,0
5.837793,0.47123,2.05,0,1,0,0
5.852843,0.525327,2.05,0,1,0,0
5.867893,0.586201,2.05,0,1,0,0
5.882943,0.653361,2.05,0,1,0,0
5.897993,0.725262,2.05,0,1,0,0
5.913044,0.79884,2.05,0,1,0,0
5.928094,0.869188,2.05,0,1,0,0
5.943144,0.92969,2.05,0,1,0,0
5.958194,0.97297,2.05,0,1,0,0
5.973244,0.99269,2.05,0,1,0,0
5.988294,0.98561,2.05,0,1,0,0
6.003345,0.952793,2.05,0,1,0,0
6.018395,0.899208,2.05,0,1,0,0
6.033445,0.831975,2.05,0,1,0,0
6.048495,0.758302,2.05,0,1,0,0
6.063545,0.684061,2.05,0,1,0,0
6.078595,0.613258,2.05,0,1,0,0
6.093646,0.548169,2.05,0,1,0,0
6.108696,0.489766,2.05,0,1,0,0
6.123746,0.438166,2.05,0,1,0,0
6.138796,0.393007,2.05,0,1,0,0
6.153846,0.353688,2.05,0,1,0,0
6.168896,0.319529,2.05,0,1,0,0
6.183947,0.289859,2.05,0,1,0,0
6.198997,0.264056,2.05,0,1,0,0
6.214047,0.241569,2.05,0,1,0,0
6.229097,0.221919,2.05,0,1,0,0
6.244147,0.204694,2.05,0,1,0,0
6.259197,0.189545,2.05,0,1,0,0
6.274248,0.176176,2.05,0,1,0,0
6.289298,0.164339,2.05,0,1,0,0
6.304348,0.153822,2.05,0,1,0,0
6.319398,0.144448,2.05,0,1,0,0
6.334448,0.136065,2.05,0,1,0,0
6.349498,0.128547,2.05,0,1,0,0
6.364549,0.121784,2.05,0,1,0,0
6.379599,0.115683,2.05,0,1,0,0
6.394649,0.110164,2.05,0,1,0,0
6.409699,0.105161,2.05,0,1,0,0
6.424749,0.100613,2.05,0,1,0,0
6.439799,0.09647,2.05,0,1,0,0
6.45485,0.092688,2.05,0,1,0,0
6.4699,0.089229,2.05,0,1,0,0
6.48495,0.086058,2.05,0,1,0,0
6.5,0.083148,2.05,0,1,0,0
3,0.051776,2.025,0,1,0,0
3.008361,0.054546,2.025,0,1,0,0
3.023411,0.057597,2.025,0,1,0,0
3.038462,0.060969,2.025,0,1,0,0
3.053512,0.064708,2.025,0,1,0,0
3.068562,0.068871,2.025,0,1,0,0
3.083612,0.073521,2.025,0,1,0,0
3.098662,0.078734,2.025,0,1,0,0
3.113712,0.0846,2.025,0,1,0,0
3.125,0.089493,2.025,0,1,0,0
3.128763,0.091228,2.025,0,1,0,0
3.143813,0.098744,2.025,0,1,0,0
3.158863,0.107304,2.025,0,1,0,0
3.173913,0.117093,2.025,0,1,0,0
3.188963,0.128335,2.025,0,1,0,0
3.204013,0.141303,2.025,0,1,0,0
3.219064,0.156328,2.025,0,1,0,0
3.234114,0.173816,2.025,0,1,0,0
3.249164,0.19426,2.025,0,1,0,0
3.264214,0.218258,2.025,0,1,0,0
3.279264,0.246533,2.025,0,1,0,0
3.294314,0.279941,2.025,0,1,0,0
3.309365,0.319473,2.025,0,1,0,0
3.324415,0.366222,2.025,0,1,0,0
3.339465,0.421281,2.025,0,1,0,0
3.354515,0.485542,2.025,0,1,0,0
3.369565,0.559295,2.025,0,1,0,0
3.384615,0.641587,2.025,0,1,0,0
3.399666,0.729341,2.025,0,1,0,0
3.414716,0.816479,2.025,0,1,0,0
3.429766,0.893712,2.025,0,1,0,0
3.444816,0.949893,2.025,0,1,0,0
3.459866,0.975316,2.025,0,1,0,0
3.474916,0.965635,2.025,0,1,0,0
3.489967,0.923799,2.025,0,1,0,0
3.505017,0.858499,2.025,0,1,0,0
3.520067,0.780432,2.025,0,1,0,0
3.535117,0.698954,2.025,0,1,0,0
3.550167,0.620528,2.025,0,1,0,0
3.565217,0.548747,2.025,0,1,0,0
3.580268,0.485065,2.025,0,1,0,0
3.595318,0.429613,2.025,0,1,0,0
3.610368,0.381833,2.025,0,1,0,0
3.625418,0.340869,2.025,0,1,0,0
3.640468,0.305804,2.025,0,1,0,0
3.655518,0.275764,2.025,0,1,0,0
3.670569,0.249973,2.025,0,1,0,0
3.685619,0.227761,2.025,0,1,0,0
3.700669,0.208563,2.025,0,1,0,0
3.715719,0.191907,2.025,0,1,0,0
3.730769,0.1774,2.025,0,1,0,0
3.745819,0.164719,2.025,0,1,0,0
3.76087,0.153592,2.025,0,1,0,0
3.77592,0.143796,2.025,0,1,0,0
3.79097,0.135144,2.025,0,1,0,0
3.80602,0.12748,2.025,0,1,0,0
3.82107,0.120673,2.025,0,1,0,0
3.83612,0.114614,2.025,0,1,0,0
3.851171,0.109209,2.025,0,1,0,0
3.866221,0.10438,2.025,0,1,0,0
3.881271,0.100059,2.025,0,1,0,0
3.896321,0.096191,2.025,0,1,0,0
3.911371,0.092725,2.025,0,1,0,0
3.926421,0.089621,2.025,0,1,0,0
3.941472,0.086841,2.025,0,1,0,0
3.956522,0.084355,2.025,0,1,0,0
3.971572,0.082136,2.025,0,1,0,0
3.986622,0.080161,2.025,0,1,0,0
4.001672,0.07841,2.025,0,1,0,0
4.016722,0.076865,2.025,0,1,0,0
4.031773,0.075511,2.025,0,1,0,0
4.046823,0.074337,2.025,0,1,0,0
4.061873,0.07333,2.025,0,1,0,0
4.076923,0.072481,2.025,0,1,0,0
4.091973,0.071784,2.025,0,1,0,0
4.107023,0.071231,2.025,0,1,0,0
4.122074,0.070817,2.025,0,1,0,0
4.137124,0.070538,2.025,0,1,0,0
4.152174,0.070391,2.025,0,1,0,0
4.167224,0.070376,2.025,0,1,0,0
4.182274,0.07049,2.025,0,1,0,0
4.197324,0.070735,2.025,0,1,0,0
4.212375,0.071111,2.025,0,1,0,0
4.227425,0.071621,2.025,0,1,0,0
4.242475,0.072269,2.025,0,1,0,0
4.25,0.072646,2.025,0,1,0,0
4.257525,0.073059,2.025,0,1,0,0
4.272575,0.073997,2.025,0,1,0,0
4.287625,0.075091,2.025,0,1,0,0
4.302676,0.07635,2.025,0,1,0,0
4.317726,0.077784,2.025,0,1,0,0
4.332776,0.079405,2.025,0,1,0,0
4.347826,0.081227,2.025,0,1,0,0
4.362876,0.083269,2.025,0,1,0,0
4.377926,0.085548,2.025,0,1,0,0
4.392977,0.088089,2.025,0,1,0,0
4.408027,0.090916,2.025,0,1,0,0
4.423077,0.094061,2.025,0,1,0,0
4.438127,0.097559,2.025,0,1,0,0
4.453177,0.101451,2.025,0,1,0,0
4.468227,0.105786,2.025,0,1,0,0
4.483278,0.110619,2.025,0,1,0,0
4.498328,0.116016,2.025,0,1,0,0
4.513378,0.122056,2.025,0,1,0,0
4.528428,0.128829,2.025,0,1,0,0
4.543478,0.136444,2.025,0,1,0,0
4.558528,0.145028,2.025,0,1,0,0
4.573579,0.154736,2.025,0,1,0,0
4.588629,0.165748,2.025,0,1,0,0
4.603679,0.178286,2.025,0,1,0,0
4.618729,0.192609,2.025,0,1,0,0
4.633779,0.209035,2.025,0,1,0,0
4.648829,0.227942,2.025,0,1,0,0
4.66388,0.249782,2.025,0,1,0,0
4.67893,0.275096,2.025,0,1,0,0
4.69398,0.304519,2.025,0,1,0,0
4.70903,0.338784,2.025,0,1,0,0
4.72408,0.378711,2.025,0,1,0,0
4.73913,0.425163,2.025,0,1,0,0
4.754181,0.47895,2.025,0,1,0,0
4.769231,0.540641,2.025,0,1,0,0
4.784281,0.610238,2.025,0,1,0,0
4.799331,0.686684,2.025,0,1,0,0
4.814381,0.767206,2.025,0,1,0,0
4.829431,0.846708,2.025,0,1,0,0
4.844482,0.917612,2.025,0,1,0,0
4.859532,0.970769,2.025,0,1,0,0
4.874582,0.997746,2.025,0,1,0,0
4.889632,0.993797,2.025,0,1,0,0
4.904682,0.959837,2.025,0,1,0,0
4.919732,0.902017,2.025,0,1,0,0
4.934783,0.829236,2.025,0,1,0,0
4.949833,0.750255,2.025,0,1,0,0
4.964883,0.671858,2.025,0,1,0,0
4.979933,0.59835,2.025,0,1,0,0
4.994983,0.53191,2.025,0,1,0,0
5.010033,0.473236,2.025,0,1,0,0
5.025084,0.422144,2.025,0,1,0,0
5.040134,0.378002,2.025,0,1,0,0
5.055184,0.340001,2.025,0,1,0,0
5.070234,0.307313,2.025,0,1,0,0
5.085284,0.279163,2.025,0,1,0,0
5.100334,0.254863,2.025,0,1,0,0
5.115385,0.23382,2.025,0,1,0,0
5.130435,0.215533,2.025,0,1,0,0
5.145485,0.199584,2.025,0,1,0,0
5.160535,0.185625,2.025,0,1,0,0
5.175585,0.173377,2.025,0,1,0,0
5.190636,0.162611,2.025,0,1,0,0
5.205686,0.153151,2.025,0,1,0,0
5.220736,0.144865,2.025,0,1,0,0
5.235786,0.137655,2.025,0,1,0,0
5.250836,0.131453,2.025,0,1,0,0
5.265886,0.126207,2.025,0,1,0,0
5.280937,0.121868,2.025,0,1,0,0
5.295987,0.11838,2.025,0,1,0,0
5.311037,0.11567,2.025,0,1,0,0
5.326087,0.113653,2.025,0,1,0,0
5.341137,0.112237,2.025,0,1,0,0
5.356187,0.111333,2.025,0,1,0,0
5.371238,0.110864,2.025,0,1,0,0
5.375,0.110808,2.025,0,1,0,0
5.386288,0.110774,2.025,0,1,0,0
5.401338,0.111021,2.025,0,1,0,0
5.416388,0.111585,2.025,0,1,0,0
5.431438,0.112455,2.025,0,1,0,0
5.446488,0.113636,2.025,0,1,0,0
5.461539,0.115139,2.025,0,1,0,0
5.476589,0.116982,2.025,0,1,0,0
5.491639,0.119191,2.025,0,1,0,0
5.506689,0.121797,2.025,0,1,0,0
5.521739,0.124836,2.025,0,1,0,0
5.536789,0.128351,2.025,0,1,0,0
5.55184,0.132395,2.025,0,1,0,0
5.56689,0.137026,2.025,0,1,0,0
5.58194,0.142315,2.025,0,1,0,0
5.59699,0.148344,2.025,0,1,0,0
5.61204,0.155208,2.025,0,1,0,0
5.62709,0.163023,2.025,0,1,0,0
5.642141,0.171922,2.025,0,1,0,0
5.657191,0.182065,2.025,0,1,0,0
5.672241,0.193639,2.025,0,1,0,0
5.687291,0.20687,2.025,0,1,0,0
5.702341,0.222021,2.025,0,1,0,0
5.717391,0.239409,2.025,0,1,0,0
5.732442,0.259405,2.025,0,1,0,0
5.747492,0.282445,2.025,0,1,0,0
5.762542,0.309038,2.025,0,1,0,0
5.777592,0.339761,2.025,0,1,0,0
5.792642,0.37526,2.025,0,1,0,0
5.807692,0.416212,2.025,0,1,0,0
5.822743,0.463276,2.025,0,1,0,0
5.837793,0.516976,2.025,0,1,0,0
5.852843,0.57751,2.025,0,1,0,0
5.867893,0.644457,2.025,0,1,0,0
5.882943,0.716371,2.025,0,1,0,0
5.897993,0.790318,2.025,0,1,0,0
5.913044,0.861538,2.025,0,1,0,0
5.928094,0.923536,2.025,0,1,0,0
5.943144,0.968968,2.025,0,1,0,0
5.958194,0.991378,2.025,0,1,0,0
5.973244,0.987247,2.025,0,1,0,0
5.988294,0.957281,2.025,0,1,0,0
6.003345,0.906129,2.025,0,1,0,0
6.018395,0.840723,2.025,0,1,0,0
6.033445,0.768235,2.025,0,1,0,0
6.048495,0.694613,2.025,0,1,0,0
6.063545,0.623985,2.025,0,1,0,0
6.078595,0.558757,2.025,0,1,0,0
6.093646,0.500008,2.025,0,1,0,0
6.108696,0.44794,2.025,0,1,0,0
6.123746,0.402247,2.025,0,1,0,0
6.138796,0.362366,2.025,0,1,0,0
6.153846,0.327642,2.025,0,1,0,0
6.168896,0.297418,2.025,0,1,0,0
6.183947,0.271082,2.025,0,1,0,0
6.198997,0.248084,2.025,0,1,0,0
6.214047,0.227948,2.025,0,1,0,0
6.229097,0.210261,2.025,0,1,0,0
6.244147,0.194674,2.025,0,1,0,0
6.259197,0.18089,2.025,0,1,0,0
6.274248,0.168657,2.025,0,1,0,0
6.289298,0.157763,2.025,0,1,0,0
6.304348,0.14803,2.025,0,1,0,0
6.319398,0.139303,2.025,0,1,0,0
6.334448,0.131454,2.025,0,1,0,0
6.349498,0.124373,2.025,0,1,0,0
6.364549,0.117966,2.025,0,1,0,0
6.379599,0.112152,2.025,0,1,0,0
6.394649,0.106862,2.025,0,1,0,0
6.409699,0.102037,2.025,0,1,0,0
6.424749,0.097623,2.025,0,1,0,0
6.439799,0.093578,2.025,0,1,0,0
6.45485,0.089862,2.025,0,1,0,0
6.4699,0.08644,2.025,0,1,0,0
6.48495,0.083284,2.025,0,1,0,0
6.5,0.080366,2.025,0,1,0,0
3,0.049249,2.075,0,1,0,0
3.008361,0.052033,2.075,0,1,0,0
3.023411,0.05509,2.075,0,1,0,0
3.038462,0.058457,2.075,0,1,0,0
3.053512,0.062175,2.075,0,1,0,0
3.068562,0.066294,2.075,0,1,0,0
3.083612,0.070872,2.075,0,1,0,0
3.098662,0.075975,2.075,0,1,0,0
3.113712,0.081683,2.075,0,1,0,0
3.125,0.086419,2.075,0,1,0,0
3.128763,0.088093,2.075,0,1,0,0
3.143813,0.095316,2.075,0,1,0,0
3.158863,0.103488,2.075,0,1,0,0
3.173913,0.112774,2.075,0,1,0,0
3.188963,0.123368,2.075,0,1,0,0
3.204013,0.13551,2.075,0,1,0,0
3.219064,0.14949,2.075,0,1,0,0
3.234114,0.165659,2.075,0,1,0,0
3.249164,0.184447,2.075,0,1,0,0
3.264214,0.206376,2.075,0,1,0,0
3.279264,0.232077,2.075,0,1,0,0
3.294314,0.262306,2.075,0,1,0,0
3.309365,0.297948,2.075,0,1,0,0
3.324415,0.34001,2.075,0,1,0,0
3.339465,0.389563,2.075,0,1,0,0
3.354515,0.447612,2.075,0,1,0,0
3.369565,0.514835,2.075,0,1,0,0
3.384615,0.591114,2.075,0,1,0,0
3.399666,0.674822,2.075,0,1,0,0
3.414716,0.761938,2.075,0,1,0,0
3.429766,0.845363,2.075,0,1,0,0
3.444816,0.915174,2.075,0,1,0,0
3.459866,0.960629,2.075,0,1,0,0
3.474916,0.97376,2.075,0,1,0,0
3.489967,0.952748,2.075,0,1,0,0
3.505017,0.902655,2.075,0,1,0,0
3.520067,0.832991,2.075,0,1,0,0
3.535117,0.754002,2.075,0,1,0,0
3.550167,0.673969,2.075,0,1,0,0
3.565217,0.598267,2.075,0,1,0,0
3.580268,0.529676,2.075,0,1,0,0
3.595318,0.469158,2.075,0,1,0,0
3.610368,0.416598,2.075,0,1,0,0
3.625418,0.371339,2.075,0,1,0,0
3.640468,0.332517,2.075,0,1,0,0
3.655518,0.299243,2.075,0,1,0,0
3.670569,0.270687,2.075,0,1,0,0
3.685619,0.246121,2.075,0,1,0,0
3.700669,0.224917,2.075,0,1,0,0
3.715719,0.206548,2.075,0,1,0,0
3.730769,0.190574,2.075,0,1,0,0
3.745819,0.176629,2.075,0,1,0,0
3.76087,0.164409,2.075,0,1,0,0
3.77592,0.153661,2.075,0,1,0,0
3.79097,0.144175,2.075,0,1,0,0
3.80602,0.135776,2.075,0,1,0,0
3.82107,0.128318,2.075,0,1,0,0
3.83612,0.121677,2.075,0,1,0,0
3.851171,0.11575,2.075,0,1,0,0
3.866221,0.110449,2.075,0,1,0,0
3.881271,0.105701,2.075,0,1,0,0
3.896321,0.10144,2.075,0,1,0,0
3.911371,0.097614,2.075,0,1,0,0
3.926421,0.094176,2.075,0,1,0,0
3.941472,0.091087,2.075,0,1,0,0
3.956522,0.088311,2.075,0,1,0,0
3.971572,0.08582,2.075,0,1,0,0
3.986622,0.083588,2.075,0,1,0,0
4.001672,0.081593,2.075,0,1,0,0
4.016722,0.079816,2.075,0,1,0,0
4.031773,0.07824,2.075,0,1,0,0
4.046823,0.076852,2.075,0,1,0,0
4.061873,0.075638,2.075,0,1,0,0
4.076923,0.07459,2.075,0,1,0,0
4.091973,0.073697,2.075,0,1,0,0
4.107023,0.072954,2.075,0,1,0,0
4.122074,0.072352,2.075,0,1,0,0
4.137124,0.071889,2.075,0,1,0,0
4.152174,0.071559,2.075,0,1,0,0
4.167224,0.071361,2.075,0,1,0,0
4.182274,0.071293,2.075,0,1,0,0
4.197324,0.071354,2.075,0,1,0,0
4.212375,0.071544,2.075,0,1,0,0
4.227425,0.071865,2.075,0,1,0,0
4.242475,0.07232,2.075,0,1,0,0
4.25,0.072599,2.075,0,1,0,0
4.257525,0.072912,2.075,0,1,0,0
4.272575,0.073645,2.075,0,1,0,0
4.287625,0.074526,2.075,0,1,0,0
4.302676,0.075561,2.075,0,1,0,0
4.317726,0.076759,2.075,0,1,0,0
4.332776,0.078131,2.075,0,1,0,0
4.347826,0.079687,2.075,0,1,0,0
4.362876,0.081443,2.075,0,1,0,0
4.377926,0.083413,2.075,0,1,0,0
4.392977,0.085617,2.075,0,1,0,0
4.408027,0.088077,2.075,0,1,0,0
4.423077,0.090817,2.075,0,1,0,0
4.438127,0.093867,2.075,0,1,0,0
4.453177,0.097261,2.075,0,1,0,0
4.468227,0.101036,2.075,0,1,0,0
4.483278,0.10524,2.075,0,1,0,0
4.498328,0.109925,2.075,0,1,0,0
4.513378,0.115154,2.075,0,1,0,0
4.528428,0.120999,2.075,0,1,0,0
4.543478,0.127546,2.075,0,1,0,0
4.558528,0.134897,2.075,0,1,0,0
4.573579,0.143172,2.075,0,1,0,0
4.588629,0.152513,2.075,0,1,0,0
4.603679,0.16309,2.075,0,1,0,0
4.618729,0.175107,2.075,0,1,0,0
4.633779,0.188807,2.075,0,1,0,0
4.648829,0.204482,2.075,0,1,0,0
4.66388,0.222482,2.075,0,1,0,0
4.67893,0.243226,2.075,0,1,0,0
4.69398,0.267212,2.075,0,1,0,0
4.70903,0.295031,2.075,0,1,0,0
4.72408,0.327368,2.075,0,1,0,0
4.73913,0.364997,2.075,0,1,0,0
4.754181,0.408753,2.075,0,1,0,0
4.769231,0.459462,2.075,0,1,0,0
4.784281,0.517792,2.075,0,1,0,0
4.799331,0.583994,2.075,0,1,0,0
4.814381,0.657489,2.075,0,1,0,0
4.829431,0.736281,2.075,0,1,0,0
4.844482,0.816313,2.075,0,1,0,0
4.859532,0.89108,2.075,0,1,0,0
4.874582,0.952029,2.075,0,1,0,0
4.889632,0.990249,2.075,0,1,0,0
4.904682,0.999244,2.075,0,1,0,0
4.919732,0.977479,2.075,0,1,0,0
4.934783,0.929029,2.075,0,1,0,0
4.949833,0.86186,2.075,0,1,0,0
4.964883,0.784961,2.075,0,1,0,0
4.979933,0.706011,2.075,0,1,0,0
4.994983,0.630333,2.075,0,1,0,0
5.010033,0.560946,2.075,0,1,0,0
5.025084,0.499118,2.075,0,1,0,0
5.040134,0.445004,2.075,0,1,0,0
5.055184,0.398141,2.075,0,1,0,0
5.070234,0.357788,2.075,0,1,0,0
5.085284,0.323122,2.075,0,1,0,0
5.100334,0.293348,2.075,0,1,0,0
5.115385,0.267744,2.075,0,1,0,0
5.130435,0.24568,2.075,0,1,0,0
5.145485,0.226618,2.075,0,1,0,0
5.160535,0.210103,2.075,0,1,0,0
5.175585,0.195755,2.075,0,1,0,0
5.190636,0.183256,2.075,0,1,0,0
5.205686,0.172341,2.075,0,1,0,0
5.220736,0.162791,2.075,0,1,0,0
5.235786,0.15442,2.075,0,1,0,0
5.250836,0.147077,2.075,0,1,0,0
5.265886,0.140634,2.075,0,1,0,0
5.280937,0.134985,2.075,0,1,0,0
5.295987,0.130042,2.075,0,1,0,0
5.311037,0.125734,2.075,0,1,0,0
5.326087,0.122004,2.075,0,1,0,0
5.341137,0.118806,2.075,0,1,0,0
5.356187,0.116106,2.075,0,1,0,0
5.371238,0.11388,2.075,0,1,0,0
5.375,0.113396,2.075,0,1,0,0
5.386288,0.112111,2.075,0,1,0,0
