frequency_THz,Absoprtion,Parameter_Value,Parameter_g,Parameter_r,Parameter_md,Parameter_a
4.043,0.075424245,2.175,1,0,0,0
4.0475,0.075036268,2.175,1,0,0,0
4.052,0.074663489,2.175,1,0,0,0
4.0565,0.074305388,2.175,1,0,0,0
4.061,0.073960581,2.175,1,0,0,0
4.0655,0.073628348,2.175,1,0,0,0
4.07,0.073310033,2.175,1,0,0,0
4.0745,0.073006037,2.175,1,0,0,0
4.079,0.072715899,2.175,1,0,0,0
4.0835,0.072439183,2.175,1,0,0,0
4.088,0.072175576,2.175,1,0,0,0
4.0925,0.071924837,2.175,1,0,0,0
4.093625,0.071864138,2.175,1,0,0,0
4.097,0.071686762,2.175,1,0,0,0
4.1015,0.071461171,2.175,1,0,0,0
4.106,0.071247899,2.175,1,0,0,0
4.1105,0.071046793,2.175,1,0,0,0
4.115,0.070857711,2.175,1,0,0,0
4.1195,0.07068052,2.175,1,0,0,0
4.124,0.070515097,2.175,1,0,0,0
4.1285,0.070361328,2.175,1,0,0,0
4.133,0.070219108,2.175,1,0,0,0
4.1375,0.070088339,2.175,1,0,0,0
4.142,0.069968931,2.175,1,0,0,0
4.1465,0.069860805,2.175,1,0,0,0
4.151,0.069763887,2.175,1,0,0,0
4.1555,0.06967811,2.175,1,0,0,0
4.16,0.069603419,2.175,1,0,0,0
4.1645,0.069539761,2.175,1,0,0,0
4.169,0.069487095,2.175,1,0,0,0
4.1718125,0.069459745,2.175,1,0,0,0
4.1735,0.069445386,2.175,1,0,0,0
4.178,0.069414605,2.175,1,0,0,0
4.1825,0.069394731,2.175,1,0,0,0
4.187,0.069385753,2.175,1,0,0,0
4.1915,0.069387663,2.175,1,0,0,0
4.196,0.069400464,2.175,1,0,0,0
4.2005,0.069424164,2.175,1,0,0,0
4.205,0.069458778,2.175,1,0,0,0
4.2095,0.069504331,2.175,1,0,0,0
4.214,0.069560854,2.175,1,0,0,0
4.2185,0.069628383,2.175,1,0,0,0
4.223,0.069706966,2.175,1,0,0,0
4.2275,0.069796656,2.175,1,0,0,0
4.232,0.069897514,2.175,1,0,0,0
4.2365,0.070009609,2.175,1,0,0,0
4.241,0.070133017,2.175,1,0,0,0
4.2455,0.070267824,2.175,1,0,0,0
4.25,0.070414122,2.175,1,0,0,0
4.2545,0.070572014,2.175,1,0,0,0
4.259,0.070741608,2.175,1,0,0,0
4.2635,0.070923023,2.175,1,0,0,0
4.268,0.071116387,2.175,1,0,0,0
4.2725,0.071321834,2.175,1,0,0,0
4.277,0.07153951,2.175,1,0,0,0
4.2815,0.071769571,2.175,1,0,0,0
4.286,0.072012179,2.175,1,0,0,0
4.2905,0.072267508,2.175,1,0,0,0
4.295,0.072535743,2.175,1,0,0,0
4.2995,0.072817079,2.175,1,0,0,0
4.304,0.073111719,2.175,1,0,0,0
4.3085,0.073419882,2.175,1,0,0,0
4.313,0.073741793,2.175,1,0,0,0
4.3175,0.074077692,2.175,1,0,0,0
4.3203125,0.074294844,2.175,1,0,0,0
4.322,0.074427831,2.175,1,0,0,0
4.3265,0.074792474,2.175,1,0,0,0
4.331,0.075171897,2.175,1,0,0,0
4.3355,0.075566389,2.175,1,0,0,0
4.34,0.075976249,2.175,1,0,0,0
4.3445,0.076401789,2.175,1,0,0,0
4.349,0.076843324,2.175,1,0,0,0
4.3535,0.077301176,2.175,1,0,0,0
4.358,0.077775659,2.175,1,0,0,0
4.3625,0.078267087,2.175,1,0,0,0
4.367,0.078775782,2.175,1,0,0,0
4.3715,0.079302107,2.175,1,0,0,0
4.376,0.079846509,2.175,1,0,0,0
4.3805,0.08040952,2.175,1,0,0,0
4.385,0.080991722,2.175,1,0,0,0
4.3895,0.081593695,2.175,1,0,0,0
4.390625,0.081747343,2.175,1,0,0,0
4.394,0.082215992,2.175,1,0,0,0
4.3985,0.082859148,2.175,1,0,0,0
4.403,0.083523704,2.175,1,0,0,0
4.4075,0.084210215,2.175,1,0,0,0
4.412,0.084919267,2.175,1,0,0,0
4.4165,0.085651474,2.175,1,0,0,0
4.421,0.08640748,2.175,1,0,0,0
4.4255,0.087187966,2.175,1,0,0,0
4.43,0.087993642,2.175,1,0,0,0
4.4345,0.088825253,2.175,1,0,0,0
4.439,0.089683579,2.175,1,0,0,0
4.4435,0.090569435,2.175,1,0,0,0
4.448,0.091483674,2.175,1,0,0,0
4.4525,0.092427188,2.175,1,0,0,0
4.457,0.093400908,2.175,1,0,0,0
4.4609375,0.094278457,2.175,1,0,0,0
4.4615,0.09440581,2.175,1,0,0,0
4.466,0.095442911,2.175,1,0,0,0
4.4705,0.096513278,2.175,1,0,0,0
4.475,0.097618025,2.175,1,0,0,0
4.4795,0.098758318,2.175,1,0,0,0
4.484,0.099935377,2.175,1,0,0,0
4.4885,0.10115048,2.175,1,0,0,0
4.493,0.10240496,2.175,1,0,0,0
4.4975,0.10370022,2.175,1,0,0,0
4.502,0.10503773,2.175,1,0,0,0
4.5065,0.10641901,2.175,1,0,0,0
4.511,0.10784569,2.175,1,0,0,0
4.5155,0.10931946,2.175,1,0,0,0
4.52,0.11084207,2.175,1,0,0,0
4.5245,0.1124154,2.175,1,0,0,0
4.529,0.1140414,2.175,1,0,0,0
4.53125,0.11487478,2.175,1,0,0,0
4.5335,0.1157221,2.175,1,0,0,0
4.538,0.11745965,2.175,1,0,0,0
4.5425,0.11925628,2.175,1,0,0,0
4.547,0.12111426,2.175,1,0,0,0
4.5515,0.12303585,2.175,1,0,0,0
4.556,0.1250232,2.175,1,0,0,0
4.5605,0.12707836,2.175,1,0,0,0
4.565,0.12920406,2.175,1,0,0,0
4.5695,0.13140444,2.175,1,0,0,0
4.574,0.13368393,2.175,1,0,0,0
4.5785,0.13604614,2.175,1,0,0,0
4.583,0.1384942,2.175,1,0,0,0
4.5875,0.14103143,2.175,1,0,0,0
4.592,0.14366149,2.175,1,0,0,0
4.5965,0.14638836,2.175,1,0,0,0
4.601,0.14921633,2.175,1,0,0,0
4.6015625,0.14957715,2.175,1,0,0,0
4.6055,0.1521499,2.175,1,0,0,0
4.61,0.15519387,2.175,1,0,0,0
4.6145,0.1583533,2.175,1,0,0,0
4.619,0.16163351,2.175,1,0,0,0
4.6235,0.16504013,2.175,1,0,0,0
4.628,0.16857911,2.175,1,0,0,0
4.6325,0.17225669,2.175,1,0,0,0
4.637,0.17607949,2.175,1,0,0,0
4.6415,0.18005449,2.175,1,0,0,0
4.646,0.18418905,2.175,1,0,0,0
4.6505,0.18849093,2.175,1,0,0,0
4.655,0.19296833,2.175,1,0,0,0
4.6595,0.19762991,2.175,1,0,0,0
4.664,0.20248479,2.175,1,0,0,0
4.6685,0.20754263,2.175,1,0,0,0
4.671875,0.21147529,2.175,1,0,0,0
4.673,0.21281358,2.175,1,0,0,0
4.6775,0.21830837,2.175,1,0,0,0
4.682,0.2240383,2.175,1,0,0,0
4.6865,0.23001529,2.175,1,0,0,0
4.691,0.2362519,2.175,1,0,0,0
4.6955,0.24276133,2.175,1,0,0,0
4.7,0.24955749,2.175,1,0,0,0
4.7045,0.25665497,2.175,1,0,0,0
4.709,0.26406912,2.175,1,0,0,0
4.7135,0.27181601,2.175,1,0,0,0
4.718,0.27991246,2.175,1,0,0,0
4.7225,0.28837606,2.175,1,0,0,0
4.727,0.29722514,2.175,1,0,0,0
4.7315,0.30647879,2.175,1,0,0,0
4.736,0.31615679,2.175,1,0,0,0
4.7405,0.32627958,2.175,1,0,0,0
4.7421875,0.33019459,2.175,1,0,0,0
4.745,0.33686824,2.175,1,0,0,0
4.7495,0.34794435,2.175,1,0,0,0
4.754,0.3595299,2.175,1,0,0,0
4.7585,0.37164714,2.175,1,0,0,0
4.763,0.38431839,2.175,1,0,0,0
4.7675,0.39756578,2.175,1,0,0,0
4.772,0.41141086,2.175,1,0,0,0
4.7765,0.42587402,2.175,1,0,0,0
4.7773438,0.42865624,2.175,1,0,0,0
4.781,0.44097551,2.175,1,0,0,0
4.7855,0.45673853,2.175,1,0,0,0
4.79,0.47317475,2.175,1,0,0,0
4.7945,0.49029578,2.175,1,0,0,0
4.799,0.50811161,2.175,1,0,0,0
4.8035,0.52662715,2.175,1,0,0,0
4.808,0.54584139,2.175,1,0,0,0
4.8125,0.56574643,2.175,1,0,0,0
4.817,0.58632617,2.175,1,0,0,0
4.8215,0.60755492,2.175,1,0,0,0
4.826,0.62939592,2.175,1,0,0,0
4.8305,0.65179967,2.175,1,0,0,0
4.835,0.6747024,2.175,1,0,0,0
4.8395,0.69802441,2.175,1,0,0,0
4.844,0.72166856,2.175,1,0,0,0
4.8485,0.74551906,2.175,1,0,0,0
4.853,0.76944039,2.175,1,0,0,0
4.8575,0.79327686,2.175,1,0,0,0
4.862,0.81685259,2.175,1,0,0,0
4.8665,0.83997241,2.175,1,0,0,0
4.871,0.86242347,2.175,1,0,0,0
4.8755,0.88397797,2.175,1,0,0,0
4.88,0.90439695,2.175,1,0,0,0
4.8845,0.92343507,2.175,1,0,0,0
4.889,0.94084655,2.175,1,0,0,0
4.8935,0.95639185,2.175,1,0,0,0
4.896875,0.96668951,2.175,1,0,0,0
4.898,0.96984504,2.175,1,0,0,0
4.9025,0.98100133,2.175,1,0,0,0
4.907,0.98968452,2.175,1,0,0,0
4.9115,0.99575373,2.175,1,0,0,0
4.91375,0.99777516,2.175,1,0,0,0
4.916,0.9991091,2.175,1,0,0,0
4.9205,0.99969591,2.175,1,0,0,0
4.9221875,0.99919979,2.175,1,0,0,0
4.925,0.99750696,2.175,1,0,0,0
4.9295,0.99258277,2.175,1,0,0,0
4.930625,0.99093354,2.175,1,0,0,0
4.934,0.98501002,2.175,1,0,0,0
4.9385,0.97491777,2.175,1,0,0,0
4.943,0.96247236,2.175,1,0,0,0
4.9475,0.94788238,2.175,1,0,0,0
4.952,0.93133881,2.175,1,0,0,0
4.9565,0.9131029,2.175,1,0,0,0
4.961,0.89341446,2.175,1,0,0,0
4.9655,0.87251978,2.175,1,0,0,0
4.97,0.85066115,2.175,1,0,0,0
4.9745,0.82807135,2.175,1,0,0,0
4.979,0.8049695,2.175,1,0,0,0
4.9835,0.78155809,2.175,1,0,0,0
4.9840625,0.77861926,2.175,1,0,0,0
4.988,0.75802094,2.175,1,0,0,0
4.9925,0.73452225,2.175,1,0,0,0
4.997,0.71120622,2.175,1,0,0,0
5.0015,0.68819745,2.175,1,0,0,0
5.006,0.66560175,2.175,1,0,0,0
5.0105,0.64350724,2.175,1,0,0,0
5.015,0.62198568,2.175,1,0,0,0
5.0195,0.60109379,2.175,1,0,0,0
5.020625,0.59597453,2.175,1,0,0,0
5.024,0.58087459,2.175,1,0,0,0
5.0285,0.56135853,2.175,1,0,0,0
5.033,0.54256448,2.175,1,0,0,0
5.0375,0.52450045,2.175,1,0,0,0
5.042,0.50716411,2.175,1,0,0,0
5.0465,0.4905433,2.175,1,0,0,0
5.051,0.47461653,2.175,1,0,0,0
5.0555,0.459354,2.175,1,0,0,0
5.06,0.44471912,2.175,1,0,0,0
5.0645,0.43067103,2.175,1,0,0,0
5.069,0.41716773,2.175,1,0,0,0
5.0735,0.40416966,2.175,1,0,0,0
5.078,0.39164288,2.175,1,0,0,0
5.0825,0.37956116,2.175,1,0,0,0
5.087,0.36790651,2.175,1,0,0,0
5.0915,0.35666824,2.175,1,0,0,0
5.09375,0.35120339,2.175,1,0,0,0
5.096,0.34584086,2.175,1,0,0,0
5.1005,0.33542165,2.175,1,0,0,0
5.105,0.32540844,2.175,1,0,0,0
5.1095,0.31579797,2.175,1,0,0,0
5.114,0.30658501,2.175,1,0,0,0
5.1185,0.29776204,2.175,1,0,0,0
5.123,0.28931934,2.175,1,0,0,0
5.1275,0.28124537,2.175,1,0,0,0
5.132,0.27352726,2.175,1,0,0,0
5.1365,0.2661512,2.175,1,0,0,0
5.141,0.25910291,2.175,1,0,0,0
5.1455,0.25236793,2.175,1,0,0,0
5.15,0.24593193,2.175,1,0,0,0
5.1545,0.23978085,2.175,1,0,0,0
5.159,0.23390104,2.175,1,0,0,0
5.1635,0.22827938,2.175,1,0,0,0
5.1640625,0.22759419,2.175,1,0,0,0
5.168,0.22290331,2.175,1,0,0,0
5.1725,0.21776085,2.175,1,0,0,0
5.177,0.21284063,2.175,1,0,0,0
5.1815,0.20813186,2.175,1,0,0,0
5.186,0.20362433,2.175,1,0,0,0
5.1905,0.1993084,2.175,1,0,0,0
5.195,0.19517495,2.175,1,0,0,0
5.1995,0.19121538,2.175,1,0,0,0
5.204,0.18742159,2.175,1,0,0,0
5.2085,0.18378591,2.175,1,0,0,0
5.213,0.18030112,2.175,1,0,0,0
5.2175,0.17696041,2.175,1,0,0,0
5.222,0.17375736,2.175,1,0,0,0
5.2265,0.17068588,2.175,1,0,0,0
5.231,0.16774026,2.175,1,0,0,0
5.234375,0.16561038,2.175,1,0,0,0
5.2355,0.1649151,2.175,1,0,0,0
5.24,0.16220529,2.175,1,0,0,0
5.2445,0.15960601,2.175,1,0,0,0
5.249,0.15711271,2.175,1,0,0,0
5.2535,0.15472109,2.175,1,0,0,0
5.258,0.15242708,2.175,1,0,0,0
5.2625,0.15022684,2.175,1,0,0,0
5.267,0.14811675,2.175,1,0,0,0
5.2715,0.14609335,2.175,1,0,0,0
5.276,0.14415342,2.175,1,0,0,0
5.2805,0.14229387,2.175,1,0,0,0
5.285,0.14051179,2.175,1,0,0,0
5.2895,0.13880445,2.175,1,0,0,0
5.294,0.13716923,2.175,1,0,0,0
5.2985,0.13560368,2.175,1,0,0,0
5.303,0.13410546,2.175,1,0,0,0
5.3046875,0.13356052,2.175,1,0,0,0
5.3075,0.13267235,2.175,1,0,0,0
5.312,0.13130225,2.175,1,0,0,0
5.3165,0.12999317,2.175,1,0,0,0
5.321,0.12874321,2.175,1,0,0,0
5.3255,0.1275506,2.175,1,0,0,0
5.33,0.12641375,2.175,1,0,0,0
5.3345,0.1253312,2.175,1,0,0,0
5.339,0.12430157,2.175,1,0,0,0
5.3435,0.12332356,2.175,1,0,0,0
5.348,0.12239586,2.175,1,0,0,0
5.3525,0.12151721,2.175,1,0,0,0
5.357,0.12068643,2.175,1,0,0,0
5.3615,0.11990242,2.175,1,0,0,0
5.366,0.11916413,2.175,1,0,0,0
5.3705,0.11847062,2.175,1,0,0,0
5.375,0.117821,2.175,1,0,0,0
5.3795,0.11721445,2.175,1,0,0,0
5.384,0.11665021,2.175,1,0,0,0
5.3885,0.11612758,2.175,1,0,0,0
5.393,0.11564591,2.175,1,0,0,0
5.3975,0.11520462,2.175,1,0,0,0
5.402,0.11480315,2.175,1,0,0,0
5.4065,0.11444104,2.175,1,0,0,0
5.411,0.11411783,2.175,1,0,0,0
5.4155,0.11383314,2.175,1,0,0,0
5.42,0.11358664,2.175,1,0,0,0
5.4245,0.11337802,2.175,1,0,0,0
5.429,0.11320704,2.175,1,0,0,0
5.4335,0.11307351,2.175,1,0,0,0
5.438,0.11297725,2.175,1,0,0,0
5.4425,0.11291817,2.175,1,0,0,0
5.4453125,0.11290009,2.175,1,0,0,0
5.447,0.1128962,2.175,1,0,0,0
5.4515,0.1129113,2.175,1,0,0,0
5.456,0.11296352,2.175,1,0,0,0
5.4605,0.1130529,2.175,1,0,0,0
5.465,0.11317956,2.175,1,0,0,0
5.4695,0.11334366,2.175,1,0,0,0
5.474,0.1135454,2.175,1,0,0,0
5.4785,0.11378501,2.175,1,0,0,0
5.483,0.11406279,2.175,1,0,0,0
5.4875,0.11437908,2.175,1,0,0,0
5.492,0.11473427,2.175,1,0,0,0
5.4965,0.11512877,2.175,1,0,0,0
5.501,0.11556309,2.175,1,0,0,0
5.5055,0.11603774,2.175,1,0,0,0
5.51,0.11655331,2.175,1,0,0,0
5.5145,0.11711043,2.175,1,0,0,0
5.515625,0.11725628,2.175,1,0,0,0
5.519,0.1177098,2.175,1,0,0,0
5.5235,0.11835216,2.175,1,0,0,0
5.528,0.11903831,2.175,1,0,0,0
5.5325,0.11976911,2.175,1,0,0,0
5.537,0.1205455,2.175,1,0,0,0
5.5415,0.12136845,2.175,1,0,0,0
5.546,0.12223902,2.175,1,0,0,0
5.5505,0.12315833,2.175,1,0,0,0
5.555,0.12412758,2.175,1,0,0,0
5.5595,0.12514803,2.175,1,0,0,0
5.564,0.12622103,2.175,1,0,0,0
5.5685,0.12734801,2.175,1,0,0,0
5.573,0.12853047,2.175,1,0,0,0
5.5775,0.12977002,2.175,1,0,0,0
5.582,0.13106835,2.175,1,0,0,0
5.5859375,0.132254,2.175,1,0,0,0
5.5865,0.13242724,2.175,1,0,0,0
5.591,0.1338486,2.175,1,0,0,0
5.5955,0.1353344,2.175,1,0,0,0
5.6,0.13688678,2.175,1,0,0,0
5.6045,0.13850794,2.175,1,0,0,0
5.609,0.14020024,2.175,1,0,0,0
5.6135,0.14196615,2.175,1,0,0,0
5.618,0.1438083,2.175,1,0,0,0
5.6225,0.14572943,2.175,1,0,0,0
5.627,0.14773246,2.175,1,0,0,0
5.6315,0.14982046,2.175,1,0,0,0
5.636,0.15199666,2.175,1,0,0,0
5.6405,0.15426449,2.175,1,0,0,0
5.645,0.15662757,2.175,1,0,0,0
5.6495,0.15908973,2.175,1,0,0,0
5.654,0.16165503,2.175,1,0,0,0
5.65625,0.16297769,2.175,1,0,0,0
5.6585,0.16432775,2.175,1,0,0,0
5.663,0.16711241,2.175,1,0,0,0
5.6675,0.17001377,2.175,1,0,0,0
5.672,0.17303686,2.175,1,0,0,0
5.6765,0.17618697,2.175,1,0,0,0
5.681,0.1794697,2.175,1,0,0,0
5.6855,0.18289091,2.175,1,0,0,0
5.69,0.18645681,2.175,1,0,0,0
5.6945,0.19017395,2.175,1,0,0,0
5.699,0.1940492,2.175,1,0,0,0
5.7035,0.19808981,2.175,1,0,0,0
5.708,0.20230341,2.175,1,0,0,0
5.7125,0.206698,2.175,1,0,0,0
5.717,0.21128198,2.175,1,0,0,0
5.7215,0.21606411,2.175,1,0,0,0
5.726,0.22105354,2.175,1,0,0,0
5.7265625,0.22169226,2.175,1,0,0,0
5.7305,0.22625978,2.175,1,0,0,0
5.735,0.23169266,2.175,1,0,0,0
5.7395,0.2373623,2.175,1,0,0,0
5.744,0.24327903,2.175,1,0,0,0
5.7485,0.24945336,2.175,1,0,0,0
5.753,0.25589583,2.175,1,0,0,0
5.7575,0.26261693,2.175,1,0,0,0
5.762,0.269627,2.175,1,0,0,0
5.7665,0.27693608,2.175,1,0,0,0
5.771,0.28455387,2.175,1,0,0,0
5.7755,0.29248966,2.175,1,0,0,0
5.78,0.30075241,2.175,1,0,0,0
5.7845,0.30935084,2.175,1,0,0,0
5.789,0.31829383,2.175,1,0,0,0
5.7935,0.32759074,2.175,1,0,0,0
5.796875,0.33480191,2.175,1,0,0,0
5.798,0.33725202,2.175,1,0,0,0
5.8025,0.34728976,2.175,1,0,0,0
5.807,0.35771824,2.175,1,0,0,0
5.8115,0.36855425,2.175,1,0,0,0
5.816,0.37981722,2.175,1,0,0,0
5.8205,0.39152897,2.175,1,0,0,0
5.825,0.40371317,2.175,1,0,0,0
5.8295,0.41639453,2.175,1,0,0,0
5.834,0.42959789,2.175,1,0,0,0
5.8385,0.44334721,2.175,1,0,0,0
5.843,0.45766467,2.175,1,0,0,0
5.8475,0.47256979,2.175,1,0,0,0
5.852,0.48807875,2.175,1,0,0,0
5.8565,0.5042038,2.175,1,0,0,0
5.861,0.52095322,2.175,1,0,0,0
5.8655,0.53833173,2.175,1,0,0,0
5.8671875,0.54501009,2.175,1,0,0,0
5.87,0.55633293,2.175,1,0,0,0
5.8745,0.57494231,2.175,1,0,0,0
5.879,0.59414459,2.175,1,0,0,0
5.8835,0.61391448,2.175,1,0,0,0
5.888,0.63421641,2.175,1,0,0,0
5.8925,0.65500422,2.175,1,0,0,0
5.897,0.67622026,2.175,1,0,0,0
5.9015,0.69779441,2.175,1,0,0,0
5.9023438,0.70187288,2.175,1,0,0,0
5.906,0.7196431,2.175,1,0,0,0
5.9105,0.74166852,2.175,1,0,0,0
5.915,0.76375803,2.175,1,0,0,0
5.9195,0.78578392,2.175,1,0,0,0
5.924,0.80760349,2.175,1,0,0,0
5.9285,0.82905971,2.175,1,0,0,0
5.933,0.84998238,2.175,1,0,0,0
5.9375,0.87019,2.175,1,0,0,0
5.942,0.8894922,2.175,1,0,0,0
5.9465,0.90769308,2.175,1,0,0,0
5.951,0.92459498,2.175,1,0,0,0
5.9555,0.940003,2.175,1,0,0,0
5.96,0.95372947,2.175,1,0,0,0
5.9645,0.96559774,2.175,1,0,0,0
5.969,0.97545131,2.175,1,0,0,0
5.9726563,0.9818831,2.175,1,0,0,0
5.9735,0.98315973,2.175,1,0,0,0
5.978,0.98861622,2.175,1,0,0,0
5.9825,0.9917447,2.175,1,0,0,0
5.987,0.99250313,2.175,1,0,0,0
5.9902344,0.99157913,2.175,1,0,0,0
5.9915,0.99088471,2.175,1,0,0,0
5.996,0.98691787,2.175,1,0,0,0
6.0005,0.98066525,2.175,1,0,0,0
6.005,0.97222122,2.175,1,0,0,0
6.0078125,0.96588432,2.175,1,0,0,0
6.0095,0.96170842,2.175,1,0,0,0
6.014,0.94927351,2.175,1,0,0,0
6.0185,0.93508241,2.175,1,0,0,0
6.023,0.91931527,2.175,1,0,0,0
6.0275,0.9021613,2.175,1,0,0,0
6.032,0.88381386,2.175,1,0,0,0
6.0365,0.86446592,2.175,1,0,0,0
6.041,0.84430609,2.175,1,0,0,0
6.0429688,0.83527744,2.175,1,0,0,0
6.0455,0.82351531,2.175,1,0,0,0
6.05,0.80226416,2.175,1,0,0,0
6.0545,0.78071092,2.175,1,0,0,0
6.059,0.7590002,2.175,1,0,0,0
6.0635,0.73726223,2.175,1,0,0,0
6.068,0.71561253,2.175,1,0,0,0
6.0725,0.69415214,2.175,1,0,0,0
6.077,0.67296804,2.175,1,0,0,0
6.078125,0.6677241,2.175,1,0,0,0
6.0815,0.65213393,2.175,1,0,0,0
6.086,0.63171109,2.175,1,0,0,0
6.0905,0.61174944,2.175,1,0,0,0
6.095,0.59228857,2.175,1,0,0,0
6.0995,0.57335885,2.175,1,0,0,0
6.104,0.55498248,2.175,1,0,0,0
6.1085,0.53717453,2.175,1,0,0,0
6.113,0.51994387,2.175,1,0,0,0
6.1175,0.50329411,2.175,1,0,0,0
6.122,0.48722435,2.175,1,0,0,0
6.1265,0.47172997,2.175,1,0,0,0
6.131,0.45680322,2.175,1,0,0,0
6.1355,0.44243387,2.175,1,0,0,0
6.14,0.42860966,2.175,1,0,0,0
6.1445,0.41531676,2.175,1,0,0,0
6.1484375,0.40410953,2.175,1,0,0,0
6.149,0.40254015,2.175,1,0,0,0
6.1535,0.39026395,2.175,1,0,0,0
6.158,0.37847166,2.175,1,0,0,0
6.1625,0.36714645,2.175,1,0,0,0
6.167,0.35627131,2.175,1,0,0,0
6.1715,0.34582923,2.175,1,0,0,0
6.176,0.3358033,2.175,1,0,0,0
6.1805,0.32617687,2.175,1,0,0,0
6.185,0.3169336,2.175,1,0,0,0
6.1895,0.3080575,2.175,1,0,0,0
6.194,0.29953306,2.175,1,0,0,0
6.1985,0.29134521,2.175,1,0,0,0
6.203,0.28347939,2.175,1,0,0,0
6.2075,0.27592154,2.175,1,0,0,0
6.212,0.26865813,2.175,1,0,0,0
6.2165,0.26167618,2.175,1,0,0,0
6.21875,0.25828683,2.175,1,0,0,0
6.221,0.25496321,2.175,1,0,0,0
6.2255,0.24850728,2.175,1,0,0,0
6.23,0.24229694,2.175,1,0,0,0
6.2345,0.23632128,2.175,1,0,0,0
6.239,0.23056983,2.175,1,0,0,0
6.2435,0.22503264,2.175,1,0,0,0
6.248,0.2197002,2.175,1,0,0,0
6.2525,0.21456344,2.175,1,0,0,0
6.257,0.20961371,2.175,1,0,0,0
6.2615,0.20484278,2.175,1,0,0,0
6.266,0.20024281,2.175,1,0,0,0
6.2705,0.19580632,2.175,1,0,0,0
6.275,0.19152622,2.175,1,0,0,0
6.2795,0.18739572,2.175,1,0,0,0
6.284,0.18340839,2.175,1,0,0,0
6.2885,0.17955808,2.175,1,0,0,0
6.2890625,0.17908613,2.175,1,0,0,0
6.293,0.17583897,2.175,1,0,0,0
6.2975,0.17224548,2.175,1,0,0,0
6.302,0.16877234,2.175,1,0,0,0
6.3065,0.1654145,2.175,1,0,0,0
6.311,0.16216717,2.175,1,0,0,0
6.3155,0.15902577,2.175,1,0,0,0
6.32,0.15598596,2.175,1,0,0,0
6.3245,0.15304359,2.175,1,0,0,0
6.329,0.15019472,2.175,1,0,0,0
6.3335,0.14743557,2.175,1,0,0,0
6.338,0.14476257,2.175,1,0,0,0
6.3425,0.1421723,2.175,1,0,0,0
6.347,0.13966148,2.175,1,0,0,0
6.3515,0.13722702,2.175,1,0,0,0
6.356,0.13486595,2.175,1,0,0,0
6.359375,0.1331416,2.175,1,0,0,0
6.3605,0.13257544,2.175,1,0,0,0
6.365,0.13035278,2.175,1,0,0,0
6.3695,0.12819539,2.175,1,0,0,0
6.374,0.12610082,2.175,1,0,0,0
6.3785,0.1240667,2.175,1,0,0,0
6.383,0.1220908,2.175,1,0,0,0
6.3875,0.12017095,2.175,1,0,0,0
6.392,0.11830511,2.175,1,0,0,0
6.3965,0.11649131,2.175,1,0,0,0
6.401,0.11472767,2.175,1,0,0,0
6.4055,0.1130124,2.175,1,0,0,0
6.41,0.11134377,2.175,1,0,0,0
6.4145,0.10972014,2.175,1,0,0,0
6.419,0.10813993,2.175,1,0,0,0
6.4235,0.10660163,2.175,1,0,0,0
6.428,0.10510379,2.175,1,0,0,0
6.4296875,0.10455225,2.175,1,0,0,0
6.4325,0.10364503,2.175,1,0,0,0
6.437,0.10222401,2.175,1,0,0,0
6.4415,0.10083946,2.175,1,0,0,0
6.446,0.099490164,2.175,1,0,0,0
6.4505,0.098174944,2.175,1,0,0,0
6.455,0.096892677,2.175,1,0,0,0
6.4595,0.095642284,2.175,1,0,0,0
6.464,0.094422727,2.175,1,0,0,0
6.4685,0.093233013,2.175,1,0,0,0
6.473,0.092072185,2.175,1,0,0,0
6.4775,0.090939327,2.175,1,0,0,0
6.482,0.089833554,2.175,1,0,0,0
6.4865,0.088754021,2.175,1,0,0,0
6.491,0.08769991,2.175,1,0,0,0
6.4955,0.086670437,2.175,1,0,0,0
6.5,0.085664848,2.175,1,0,0,0
3,0.05000205,2.2,1,0,0,0
3.0035,0.05084643,2.2,1,0,0,0
3.008,0.051714769,2.2,1,0,0,0
3.0125,0.052607959,2.2,1,0,0,0
3.017,0.053526938,2.2,1,0,0,0
3.020375,0.054233683,2.2,1,0,0,0
3.0215,0.054472685,2.2,1,0,0,0
3.026,0.055446222,2.2,1,0,0,0
3.0305,0.056448622,2.2,1,0,0,0
3.035,0.057481005,2.2,1,0,0,0
3.0395,0.058544545,2.2,1,0,0,0
3.044,0.059640469,2.2,1,0,0,0
3.0485,0.060770063,2.2,1,0,0,0
3.053,0.061934674,2.2,1,0,0,0
3.0575,0.063135713,2.2,1,0,0,0
3.062,0.064374664,2.2,1,0,0,0
3.0665,0.065653078,2.2,1,0,0,0
3.071,0.066972589,2.2,1,0,0,0
3.0726875,0.067478348,2.2,1,0,0,0
3.0755,0.068334911,2.2,1,0,0,0
3.08,0.069741846,2.2,1,0,0,0
3.0845,0.071195287,2.2,1,0,0,0
3.089,0.072697228,2.2,1,0,0,0
3.0935,0.074249765,2.2,1,0,0,0
3.098,0.075855103,2.2,1,0,0,0
3.1025,0.077515565,2.2,1,0,0,0
3.107,0.079233599,2.2,1,0,0,0
3.1115,0.08101178,2.2,1,0,0,0
3.116,0.082852826,2.2,1,0,0,0
3.1205,0.084759603,2.2,1,0,0,0
3.125,0.08673513,2.2,1,0,0,0
3.1295,0.088782596,2.2,1,0,0,0
3.134,0.090905368,2.2,1,0,0,0
